community_id,clus,clus_dev,avg_dist,diameter,avg_degree,num_nodes,max_kcore,mean_kcore,num_kcore,corr_mean,corr_var,avg_betweenness,num_high_betweenness,central_node_dom,eigenvector_centrality,cluster_label
0,0.37470898588445334,0.6308982861595506,0.34726920232642866,0.5247417988560859,0.09035969647223148,0.9262124031816676,0.44172610429938614,0.5205892665949965,0.21516574145596762,0.598173805147987,0.3844848229615685,0.004049071681454944,0.0861252852080032,0.008708607256874978,0.434249477567819,0
1,0.43539170473139094,0.401242534253444,2.5610335151541994,0.6490559980573407,0.488385605588511,0.10942593792863584,0.44172610429938614,0.32804255155301154,0.6454972243679028,-0.0920004554453652,0.5320337113573944,0.9865710799538161,0.6196406680411519,0.9612778352179872,0.4255539260318891,1
6,0.42320073699891203,0.4873155771118486,0.7461696110522146,0.3044830175279126,0.28740915504420617,0.30873746772722255,0.3312945782245396,0.5598117455850306,0.17213259316477408,0.32479926728315217,0.4043758752932004,0.018170612570578244,0.23253827006160868,0.0275595638587755,0.3326759290763199,0
8,0.5088234400069838,0.38907620263475834,0.8902104312044824,0.3529782042202043,0.4357587290114681,0.17586311452816475,0.44172610429938614,0.4991951871458871,0.6454972243679028,0.7258148650547984,0.4629333824623143,0.06211814064823097,0.2494762428191827,0.1562647880321219,0.4130934405699114,0
9,0.48169189577111937,0.22828713952887955,0.9855291650120797,0.29337490571220465,0.6934154117082161,0.06252910738779191,0.5521576303742327,0.2424662337565737,0.30123203803835463,-0.03771250018807815,0.4373607044241021,0.14990755370726228,0.7016519329289514,0.2251463305040876,0.5907721920014875,0
