community_id,clus,clus_dev,avg_dist,diameter,avg_degree,num_nodes,max_kcore,mean_kcore,num_kcore,corr_mean,corr_var,avg_betweenness,num_high_betweenness,central_node_dom,eigenvector_centrality
0,0.6375,0.07057186080944634,52.508506415371166,440.31688778213584,0.70042194092827,237,4,0.36049382716049383,5,0.2755958375293724,0.0733768518063543,9.527498408373513e-06,0.08438818565400844,0.0008890206409261249,4.453012625004743
1,0.7407407407407407,0.04488272182594343,387.2386144799822,544.6303642742901,3.7857142857142856,28,4,0.2271604938271605,15,-0.042387249915225515,0.1015357602246848,0.0023214097288171364,0.6071428571428571,0.09813232035454258,4.363844064600826
6,0.72,0.054510794897793,112.82385983673056,255.49520726701894,2.2278481012658227,79,3,0.38765432098765434,4,0.1496443430412025,0.07717295170951353,4.275559831115387e-05,0.22784810126582278,0.00281342589034897,3.4114263545214634
8,0.8656716417910447,0.04352180409896404,134.6034137919103,296.1880770237501,3.3777777777777778,45,4,0.345679012345679,15,0.3344037366807765,0.08834833567552013,0.00014616448724975859,0.24444444444444444,0.01595233519123583,4.236067977484615
9,0.8195121951219512,0.02553604691730683,149.01599144668486,246.1742626910563,5.375,16,5,0.16790123456790124,7,-0.01737523105360445,0.0834679281935086,0.00035273368606701937,0.6875,0.022984126984126992,6.058075289390526
